36000;0.777917
36000;0.729854
36000;0.759646
36000;0.761633
36000;0.767102
39600;0.783023
39600;0.862226
39600;1.025444
39600;0.905291
39600;0.850820
43200;0.884955
43200;0.857828
43200;0.884145
43200;0.892186
43200;0.932446
46800;0.961697
46800;0.967724
46800;0.992830
46800;0.986706
46800;1.093635
50400;1.174684
50400;1.060556
50400;1.106754
50400;1.128119
50400;1.020994
54000;1.119779
54000;1.157289
54000;1.181063
54000;1.217042
54000;1.287440
57600;1.277900
57600;1.318236
57600;1.284284
57600;1.274832
57600;1.192865
61200;1.405637
61200;1.343621
61200;1.383387
61200;1.417267
61200;1.438065
64800;1.395415
64800;1.490799
64800;1.396267
64800;1.510623
64800;1.380331
68400;1.741331
68400;1.539315
68400;1.675988
68400;1.618978
68400;1.614215
72000;1.713460
72000;1.721984
72000;1.760117
72000;1.492348
72000;1.481725
